record_id,date,tide,time,location,count_1,count_2,count_3,mean_count,in_daily_total_yn,raw_datafile
3446,10-May-10,high,16:55,flying toward CP corner,300,,,300,AVG 2,BPPeeps2010.xls
3447,10-May-10,high,16:58,Brunswick Pt corner mudroost,0,,,0,AVG 2,BPPeeps2010.xls
3448,10-May-10,,,TOTAL of sweep count (1) BP to CP,,,,4050,total,BPPeeps2010.xls
3449,10-May-10,,,TOTAL of sweep count (2) CP to BP,,,,4250,total,BPPeeps2010.xls
3450,10-May-10,,,TOTAL - average of 2 counts,,,,4150,total,BPPeeps2010.xls
3451,11-May-10,,,,,,,,no survey,BPPeeps2010.xls
3452,12-May-10,,,,,,,,no survey,BPPeeps2010.xls
3453,13-May-10,rising,16:55,WNW side Bruns(Canoe Pass),0,,,0,FALSE,BPPeeps2010.xls
3454,13-May-10,rising,17:00,Bruns Pt corner marsh tip -west end mumblies,0,,,0,FALSE,BPPeeps2010.xls
3455,13-May-10,rising,17:08,C.Port corner,0,,,0,TRUE,BPPeeps2010.xls
3456,13-May-10,rising,17:08,CP jetty side marsh,0,,,0,TRUE,BPPeeps2010.xls
3457,13-May-10,rising,17:20,Bruns Pt corner marsh tip -west end mumblies,0,,,0,TRUE,BPPeeps2010.xls
3458,13-May-10,rising,17:23,WNW side Bruns(Canoe Pass),40,,,40,TRUE,BPPeeps2010.xls
3459,13-May-10,,,TOTAL of sweep count CP to BP,,,,40,total,BPPeeps2010.xls
3460,11-Apr-11,high-dropping,10:27,WNW side Bruns(Canoe Pass),70000,,,,FALSE,BPPeeps2011.xls
3461,11-Apr-11,high-dropping,10:45,Brunswick Pt corner mudroost,37000,,,,FALSE,BPPeeps2011.xls
3462,11-Apr-11,high-dropping,10:45,Brunswick Pt corner mudislet,6000,,,,FALSE,BPPeeps2011.xls
3463,11-Apr-11,high-dropping,10:55,off pilings (on mumblies),10000,,,,FALSE,BPPeeps2011.xls
3464,11-Apr-11,dropping,11:37,CP jetty side marsh,1500,1400,,1450,TRUE,BPPeeps2011.xls
3465,11-Apr-11,dropping,11:45,C.Port corner,0,,,0,TRUE,BPPeeps2011.xls
3466,11-Apr-11,dropping,11:50,34th pullout - outer mumblies & west,16500,,,16500,TRUE,BPPeeps2011.xls
3467,11-Apr-11,dropping,11:55,east of east end pilings (near marsh),5200,,,5200,TRUE,BPPeeps2011.xls
3468,11-Apr-11,dropping,12:00,off pilings (inner mud),4500,,,4500,TRUE,BPPeeps2011.xls
3469,11-Apr-11,dropping,12:05,view corner (inner mud - B.P. corner),19500,,,19500,TRUE,BPPeeps2011.xls
3470,11-Apr-11,dropping,12:10,view corner (outer edge mumblies),30000,,,30000,TRUE,BPPeeps2011.xls
3471,11-Apr-11,,,TOTAL of sweep count CP to BP,,,,77150,total,BPPeeps2011.xls
3472,16-Apr-11,rising,14:45,WNW side Bruns(Canoe Pass),0,,,0,FALSE,BPPeeps2011.xls
3473,16-Apr-11,rising,15:30,CP jetty side marsh,0,,,0,TRUE,BPPeeps2011.xls
3474,16-Apr-11,rising,15:30,C.Port corner,0,,,0,TRUE,BPPeeps2011.xls
3475,16-Apr-11,rising,15:41,off pilings (on mumblies),0,,,0,TRUE,BPPeeps2011.xls
3476,16-Apr-11,rising,15:50,view corner (west end mumblies-outer edge),85000,,,85000,TRUE,BPPeeps2011.xls
3477,16-Apr-11,rising,15:50,Brunswick Pt corner mudroost,5500,,,5500,TRUE,BPPeeps2011.xls
3478,16-Apr-11,,,TOTAL of sweep count CP to BP,,,,90500,total,BPPeeps2011.xls
3479,17-Apr-11,rising,14:45,WNW side Bruns(Canoe Pass),0,,,0,TRUE,BPPeeps2011.xls
3480,17-Apr-11,rising,16:00,CP jetty side marsh,0,,,0,TRUE,BPPeeps2011.xls
3481,17-Apr-11,rising,16:00,C.Port corner,0,,,0,TRUE,BPPeeps2011.xls
3482,17-Apr-11,rising,16:30,off pilings (on mumblies),52000,50000,,51000,TRUE,BPPeeps2011.xls
3483,17-Apr-11,,,TOTAL of sweep count CP to BP,,,,51000,total,BPPeeps2011.xls
3484,18-Apr-11,rising,15:57,WNW side Bruns(Canoe Pass),1500,,,,FALSE,BPPeeps2011.xls
3485,18-Apr-11,rising,16:05,Brunswick Pt corner -tide edge,10000,,,,FALSE,BPPeeps2011.xls
3486,18-Apr-11,rising,16:15,Brunswick Pt corner -tide edge,14000,,,,FALSE,BPPeeps2011.xls
3487,18-Apr-11,rising,16:25,view corner - tide edge (w end mumblies),47000,54000,,,FALSE,BPPeeps2011.xls
3488,18-Apr-11,rising,16:48,CP corner - all mudflat,70000,80000,,75000,FALSE,BPPeeps2011.xls
3489,18-Apr-11,rising,16:55,CP corner to 34th pullout,24000,,,24000,AVG 1,BPPeeps2011.xls
3490,18-Apr-11,rising,16:55,34th pullout - outer mumblies & west,41000,43500,,42225,AVG 1,BPPeeps2011.xls
3491,18-Apr-11,rising,17:15,Brunswick Pt corner-west end mumblies,0,,,0,AVG 2,BPPeeps2011.xls
3492,18-Apr-11,rising,17:18,CP corner,7000,,,7000,AVG 2,BPPeeps2011.xls
3493,18-Apr-11,rising,17:35,west end mumblies (mudislet) from view corner,50000,61000,,55500,AVG 2,BPPeeps2011.xls
3494,18-Apr-11,,,TOTAL of sweep count (1) CP to BP,,,,66225,total,BPPeeps2011.xls
3495,18-Apr-11,,,TOTAL of sweep count (2) CP to BP,,,,62500,total,BPPeeps2011.xls
3496,18-Apr-11,,,TOTAL - average of 2 counts,,,,64400,total,BPPeeps2011.xls
3497,19-Apr-11,dropping,7:30,WNW side Bruns(Canoe Pass),,,,,FALSE,BPPeeps2011.xls
3498,19-Apr-11,dropping,8:23,Brunswick Pt corner mudroost,3500,,,,FALSE,BPPeeps2011.xls
3499,19-Apr-11,dropping,8:23,Brunswick Pt corner mudislet,7000,,,,FALSE,BPPeeps2011.xls
3500,19-Apr-11,dropping,8:35,Brunswick Pt corner mudroost,12000,,,,FALSE,BPPeeps2011.xls
3501,19-Apr-11,dropping,8:35,view corner (west end mumblies to pilings),42000,,,,FALSE,BPPeeps2011.xls
3502,19-Apr-11,dropping,8:50,CP jetty side marsh,1100,,,1100,FALSE,BPPeeps2011.xls
3503,19-Apr-11,dropping,8:50,C.Port corner,0,,,0,FALSE,BPPeeps2011.xls
3504,19-Apr-11,dropping,8:55,34th pullout - inner mumblies,2500,,,2500,FALSE,BPPeeps2011.xls
3505,19-Apr-11,dropping,8:55,near bend - landed on mumblies,1400,,,1400,FALSE,BPPeeps2011.xls
3506,19-Apr-11,dropping,9:00,from bend - outer mumblies to eagle log,10000,,,10000,FALSE,BPPeeps2011.xls
3507,19-Apr-11,dropping,9:05,pilings - inner mud,2400,,,2400,FALSE,BPPeeps2011.xls
3508,19-Apr-11,dropping,9:10,view corner - Bruns Pt corner - inner mud,10500,,,10500,FALSE,BPPeeps2011.xls
3509,19-Apr-11,dropping,9:10,view corner - BP w. end mumblies -tide edge,12000,13500,18000,18000,FALSE,BPPeeps2011.xls
3510,19-Apr-11,,,TOTAL of sweep count CP to BP - AM,,,,45900,total,BPPeeps2011.xls
3511,19-Apr-11,rising,17:14,WNW side Bruns(Canoe Pass),0,,,0,FALSE,BPPeeps2011.xls
3512,19-Apr-11,rising,17:19,Brunswick Pt corner,0,,,0,FALSE,BPPeeps2011.xls
3513,19-Apr-11,rising,17:25,pilings - outer mud,8500,,,8500,FALSE,BPPeeps2011.xls
3514,19-Apr-11,rising,17:30,west of 34th to CP corner,86000,,,86000,FALSE,BPPeeps2011.xls
3515,19-Apr-11,rising,18:10,off 34th pullout - inner mud,5000,,,5000,TRUE,BPPeeps2011.xls
3516,19-Apr-11,rising,18:10,pilings - all mudflat to west,80000,90000,88000,86000,TRUE,BPPeeps2011.xls
3517,19-Apr-11,rising,18:27,mudflat,,,,,TRUE,BPPeeps2011.xls
3518,19-Apr-11,,,TOTAL of sweep count CP to BP - PM,,,,91000,total,BPPeeps2011.xls
3519,20-Apr-11,dropping,7:50,WNW side Bruns(Canoe Pass),55000,60000,,57500,FALSE,BPPeeps2011.xls
3520,20-Apr-11,dropping,8:10,Brunswick Pt corner mudroost,0,,,0,FALSE,BPPeeps2011.xls
3521,20-Apr-11,dropping,8:35,C.Port corner,0,,,0,FALSE,BPPeeps2011.xls
3522,20-Apr-11,dropping,8:49,view corner - west end mumblie islets,3200,,,3200,FALSE,BPPeeps2011.xls
3523,20-Apr-11,dropping,9:00,mumblies,12500,,,12500,FALSE,BPPeeps2011.xls
3524,20-Apr-11,dropping,9:28,CP jetty side marsh,1500,,,1500,FALSE,BPPeeps2011.xls
3525,20-Apr-11,dropping,9:28,C.Port corner,850,,,850,FALSE,BPPeeps2011.xls
3526,20-Apr-11,dropping,9:35,34th pullout - inner mud,1200,,,1200,FALSE,BPPeeps2011.xls
3527,20-Apr-11,dropping,9:35,34th pullout - on mumblies,500,,,500,FALSE,BPPeeps2011.xls
3528,20-Apr-11,dropping,9:40,bend (E of E end pilings)-on mumblies,5000,,,5000,FALSE,BPPeeps2011.xls
3529,20-Apr-11,dropping,9:45,pilings - inner mud,3100,,,3100,FALSE,BPPeeps2011.xls
3530,20-Apr-11,dropping,9:55,view corner - BP corner - inner mud,5100,,,5100,FALSE,BPPeeps2011.xls
3531,20-Apr-11,dropping,9:55,view corner - outer W end mumblies,31500,27500,,29500,FALSE,BPPeeps2011.xls
3532,20-Apr-11,dropping,9:55,view corner - BP marsh edge and tip,4800,2500,,3700,FALSE,BPPeeps2011.xls
3533,20-Apr-11,,,TOTAL of sweep count CP to BP - AM,,,,50450,total,BPPeeps2011.xls
3534,20-Apr-11,rising,17:55,WNW side Bruns(Canoe Pass),100,,,100,FALSE,BPPeeps2011.xls
3535,20-Apr-11,rising,18:05,Brunswick Pt corner,,,,,FALSE,BPPeeps2011.xls
3536,20-Apr-11,rising,18:12,CP jetty side marsh,0,,,0,TRUE,BPPeeps2011.xls
3537,20-Apr-11,rising,18:15,C.Port corner to w of 34th -mid mud to tide edge,12000,,,12000,TRUE,BPPeeps2011.xls
3538,20-Apr-11,rising,18:20,pilings - inner mud,17000,,,17000,TRUE,BPPeeps2011.xls
3539,20-Apr-11,rising,18:20,pilings - outer mud and beyond,22000,,,22000,TRUE,BPPeeps2011.xls
3540,20-Apr-11,rising,18:20,pilings - west end,2500,,,2500,TRUE,BPPeeps2011.xls
3541,20-Apr-11,rising,18:25,flying east,1500,,,1500,TRUE,BPPeeps2011.xls
3542,20-Apr-11,rising,18:30,view corner - BP corner - inner mud,4500,,,4500,TRUE,BPPeeps2011.xls
3543,20-Apr-11,rising,18:30,view corner - BP tide edge&W end mumblies,32300,,,32300,TRUE,BPPeeps2011.xls
3544,20-Apr-11,rising,18:30,view corner - BP marsh tip,600,,,600,TRUE,BPPeeps2011.xls
3545,20-Apr-11,rising,18:54,CP jetty side marsh,0,,,,FALSE,BPPeeps2011.xls
3546,20-Apr-11,rising,18:54,C.Port corner,0,,,,FALSE,BPPeeps2011.xls
3547,20-Apr-11,rising,19:05,from bend - outer mumblies islets,2500,,,,FALSE,BPPeeps2011.xls
3548,20-Apr-11,rising,19:10,pilings -  on mumblies islets,60000,,,,FALSE,BPPeeps2011.xls
3549,20-Apr-11,rising,19:15,view corner - west end mumblie islets,0,,,,FALSE,BPPeeps2011.xls
3550,20-Apr-11,rising,19:20,Bruns Point corner marsh edge,,,,,FALSE,BPPeeps2011.xls
3551,20-Apr-11,,,TOTAL of sweep count CP to BP - PM,,,,92400,total,BPPeeps2011.xls
3552,21-Apr-11,dropping,8:20,WNW side Bruns(Canoe Pass),,,,,FALSE,BPPeeps2011.xls
3553,21-Apr-11,dropping,8:30,Brunswick Pt corner mudroost,0,,,0,FALSE,BPPeeps2011.xls
3554,21-Apr-11,dropping,9:07,C.Port corner,0,,,0,FALSE,BPPeeps2011.xls
3555,21-Apr-11,dropping,9:24,view corner - outer W end mumblies mudislet,1000,,,1000,FALSE,BPPeeps2011.xls
3556,21-Apr-11,dropping,10:00,C.Port corner,0,,,0,AVG 1,BPPeeps2011.xls
3557,21-Apr-11,dropping,10:00,CP jetty side marsh,4500,,,4500,AVG 1,BPPeeps2011.xls
3558,21-Apr-11,dropping,10:05,34th pullout - inner mud,800,,,800,AVG 1,BPPeeps2011.xls
3559,21-Apr-11,dropping,10:05,34th pullout - inner edge mumblies,2000,,,2000,AVG 1,BPPeeps2011.xls
3560,21-Apr-11,dropping,10:10,bend to eagle log - outer mumblies and beyond,5200,,,5200,AVG 1,BPPeeps2011.xls
3561,21-Apr-11,dropping,10:15,pilings - inner mud,6500,,,6500,AVG 1,BPPeeps2011.xls
3562,21-Apr-11,dropping,10:19,view corner - tide edge (w end mumblies & BP ),31000,,,31000,AVG 1,BPPeeps2011.xls
3563,21-Apr-11,dropping,10:25,CP jetty side marsh,6000,,,6000,AVG 2,BPPeeps2011.xls
3564,21-Apr-11,dropping,10:25,C.Port corner,4500,,,4500,AVG 2,BPPeeps2011.xls
3565,21-Apr-11,dropping,10:35,east of pilings - outer mumblies,4500,,,4500,AVG 2,BPPeeps2011.xls
3566,21-Apr-11,dropping,10:40,pilings - inner mud (W of W end),3500,,,3500,AVG 2,BPPeeps2011.xls
3567,21-Apr-11,dropping,10:44,view corner - tide edge (w end mumblies & BP ),30000,,,30000,AVG 2,BPPeeps2011.xls
3568,21-Apr-11,,,TOTAL of sweep count (1) CP to BP,,,,50000,total,BPPeeps2011.xls
3569,21-Apr-11,,,TOTAL of sweep count (2) CP to BP,,,,48500,total,BPPeeps2011.xls
3570,21-Apr-11,,,TOTAL - average of 2 counts,,,,49300,total,BPPeeps2011.xls
3571,22-Apr-11,high,8:20,WNW side Bruns(Canoe Pass),0,,,,FALSE,BPPeeps2011.xls
3572,22-Apr-11,high-dropping,8:30,Brunswick Pt corner mudroost,13000,,,,FALSE,BPPeeps2011.xls
3573,22-Apr-11,dropping,8:57,C.Port corner,1300,,,,FALSE,BPPeeps2011.xls
3574,22-Apr-11,dropping,9:10,Brunswick Pt corner mudislet,1200,1350,,,FALSE,BPPeeps2011.xls
3575,22-Apr-11,dropping,9:15,Brunswick Pt corner mudroost,16000,17500,,,FALSE,BPPeeps2011.xls
3576,22-Apr-11,dropping,9:15,Brunswick Pt corner mudislet,9000,10500,,,FALSE,BPPeeps2011.xls
3577,22-Apr-11,dropping,9:25,Brunswick Pt corner mudislet (another),18500,19500,,,FALSE,BPPeeps2011.xls
3578,22-Apr-11,dropping,9:55,C.Port corner,2700,2800,2400,,FALSE,BPPeeps2011.xls
3579,22-Apr-11,dropping,10:10,CP jetty side marsh,1100,,,1100,TRUE,BPPeeps2011.xls
3580,22-Apr-11,dropping,10:10,C.Port corner,2400,,,2400,TRUE,BPPeeps2011.xls
3581,22-Apr-11,dropping,10:15,CP corner - east end mumblies,1800,,,1800,TRUE,BPPeeps2011.xls
3582,22-Apr-11,dropping,10:20,from bend - on mumblies to pilings & log,10000,,,10000,TRUE,BPPeeps2011.xls
3583,22-Apr-11,dropping,10:25,pilings - inner mud,6500,,,6500,TRUE,BPPeeps2011.xls
3584,22-Apr-11,dropping,10:30,view corner - inner mud BP corner,11500,,,11500,TRUE,BPPeeps2011.xls
3585,22-Apr-11,dropping,10:30,view corner - tide edge W end mumblies,29500,,,29500,TRUE,BPPeeps2011.xls
3586,22-Apr-11,dropping,11:00,view corner - tide edge W end mumblies,39500,27500,,,FALSE,BPPeeps2011.xls
3587,22-Apr-11,,,TOTAL of sweep count CP to BP,,,,62800,total,BPPeeps2011.xls
3588,23-Apr-11,high,8:39,WNW side Bruns(Canoe Pass),12000,,,,FALSE,BPPeeps2011.xls
3589,23-Apr-11,high,8:50,Brunswick Pt corner mudroost,4000,,,,FALSE,BPPeeps2011.xls
3590,23-Apr-11,high,8:50,Brunswick Pt corner mudislet,50000,,,,FALSE,BPPeeps2011.xls
3591,23-Apr-11,high,9:00,from view corner - BP mudroost,7000,6500,,,FALSE,BPPeeps2011.xls
3592,23-Apr-11,high,9:00,from view corner - BP mudislet,48000,45000,,,FALSE,BPPeeps2011.xls
3593,23-Apr-11,high,9:17,C.Port corner,3400,,,,FALSE,BPPeeps2011.xls
3594,23-Apr-11,high,9:17,CP jetty side marsh,150,,,,FALSE,BPPeeps2011.xls
3595,23-Apr-11,dropping,9:40,from view corner - BP mudroost,1900,1600,1900,,FALSE,BPPeeps2011.xls
3596,23-Apr-11,dropping,9:40,from view corner - BP mudislet,34500,34500,37500,,FALSE,BPPeeps2011.xls
3597,23-Apr-11,dropping,10:30,CP jetty side marsh,0,,,0,TRUE,BPPeeps2011.xls
3598,23-Apr-11,dropping,10:30,C.Port corner,4000,,,4000,TRUE,BPPeeps2011.xls
3599,23-Apr-11,dropping,10:40,from bend - on outer mumblies,850,,,850,TRUE,BPPeeps2011.xls
3600,23-Apr-11,dropping,10:45,pilings - outer mumblies,3600,,,3600,TRUE,BPPeeps2011.xls
3601,23-Apr-11,dropping,10:45,pilings -  inner mud and inner mumblies,7700,,,7700,TRUE,BPPeeps2011.xls
3602,23-Apr-11,dropping,10:55,view corner - tide edge (w end mumblies & BP ),36000,40000,41500,39000,TRUE,BPPeeps2011.xls
3603,23-Apr-11,,,TOTAL of sweep count CP to BP,,,,55150,total,BPPeeps2011.xls
3604,24-Apr-11,rising,8:57,WNW side Bruns(Canoe Pass),1000,,,,FALSE,BPPeeps2011.xls
3605,24-Apr-11,rising,9:05,Brunswick Pt corner,,,,,FALSE,BPPeeps2011.xls
3606,24-Apr-11,rising,9:15,C.Port corner,18500,20000,18000,,FALSE,BPPeeps2011.xls
3607,24-Apr-11,rising,9:15,beyond CP jetty sidemarsh,900,,,,FALSE,BPPeeps2011.xls
3608,24-Apr-11,rising-high,9:48,C.Port corner (from 34th pullout),11400,11300,,11350,FALSE,BPPeeps2011.xls
3609,24-Apr-11,rising-high,9:48,CP jetty side marsh (from 34th pullout),1500,1000,,1250,FALSE,BPPeeps2011.xls
3610,24-Apr-11,high,10:00,piling - on mumblies,42000,,,42000,FALSE,BPPeeps2011.xls
3611,24-Apr-11,high,10:07,Brunswick Pt corner (from view corner),24500,23000,,23800,FALSE,BPPeeps2011.xls
3612,24-Apr-11,dropping,11:11,C.Port corner & sidemarsh (from 34th pullout),24000,27000,,25500,TRUE,BPPeeps2011.xls
3613,24-Apr-11,dropping,11:30,pilings - inner mumblies,7500,,,7500,TRUE,BPPeeps2011.xls
3614,24-Apr-11,dropping,11:30,pilings - on mumblies,5600,,,5600,TRUE,BPPeeps2011.xls
3615,24-Apr-11,dropping,11:45,view corner (W end mumblies&BP corner),63200,57500,61000,60600,TRUE,BPPeeps2011.xls
3616,24-Apr-11,,,TOTAL of sweep count (1) CP to BP,,,,78400,total,BPPeeps2011.xls
3617,24-Apr-11,,,TOTAL of sweep count (2) CP to BP,,,,99200,total,BPPeeps2011.xls
3618,24-Apr-11,,,TOTAL of sweep count CP to BP,,,,99200,total,BPPeeps2011.xls
3619,25-Apr-11,rising,10:30,WNW side Bruns(Canoe Pass),2500,,,2500,FALSE,BPPeeps2011.xls
3620,25-Apr-11,rising-high,11:13,CP jetty side marsh - far,10500,,,10500,AVG 1,BPPeeps2011.xls
3621,25-Apr-11,high,11:20,C.Port corner (closer to 34th),19500,19000,,19250,AVG 1,BPPeeps2011.xls
3622,25-Apr-11,high,11:25,34th pullout - outer mumblies,850,,,850,AVG 1,BPPeeps2011.xls
3623,25-Apr-11,high,11:30,34th pullout - inner mumblies,1000,,,1000,AVG 1,BPPeeps2011.xls
3624,25-Apr-11,high,11:35,from bend - inner mud,7800,,,7800,AVG 1,BPPeeps2011.xls
3625,25-Apr-11,high,11:45,pilings - inner mud,7300,,,7300,AVG 1,BPPeeps2011.xls
3626,25-Apr-11,dropping,11:55,view corner - outer west end mumblies,14500,12500,,13500,AVG 1,BPPeeps2011.xls
3627,25-Apr-11,dropping,12:00,view corner - inner mud BP corner,39700,,,39700,AVG 1,BPPeeps2011.xls
3628,25-Apr-11,dropping,12:10,CP jetty side marsh - far,4900,,,4900,AVG 2,BPPeeps2011.xls
3629,25-Apr-11,dropping,12:15,C.Port corner to 34th,24500,22000,,23250,AVG 2,BPPeeps2011.xls
3630,25-Apr-11,dropping,12:20,34th pullout - outer mumblies to eagle log,6000,,,6000,AVG 2,BPPeeps2011.xls
3631,25-Apr-11,dropping,12:20,34th pullout - inner mud to east end pilings,3600,,,3600,AVG 2,BPPeeps2011.xls
3632,25-Apr-11,dropping,12:25,pilings - inner mud,4800,,,4800,AVG 2,BPPeeps2011.xls
3633,25-Apr-11,dropping,12:35,view corner - outer west end mumblies,18000,,,18000,AVG 2,BPPeeps2011.xls
3634,25-Apr-11,dropping,12:38,view corner - inner mud BP corner,33000,,,33000,AVG 2,BPPeeps2011.xls
3635,25-Apr-11,,,TOTAL of sweep count (1) CP to BP,,,,99900,total,BPPeeps2011.xls
3636,25-Apr-11,,,TOTAL of sweep count (2) CP to BP,,,,93550,total,BPPeeps2011.xls
3637,,,,TOTAL of sweep count CP to BP,,,,96700,total,BPPeeps2011.xls
3638,26-Apr-11,rising,12:30,WNW side Bruns(Canoe Pass),0,,,,FALSE,BPPeeps2011.xls
3639,26-Apr-11,high,12:56,CP jetty side marsh,0,,,0,TRUE,BPPeeps2011.xls
3640,26-Apr-11,high,13:00,C.Port corner to east end mumblies (far flock),13500,12500,,13000,TRUE,BPPeeps2011.xls
3641,26-Apr-11,high,13:10,C.Port corner - inner mud to 34th pullout,20500,22000,,21250,TRUE,BPPeeps2011.xls
3642,26-Apr-11,high,13:20,34th pullout -  outer mumblies to eagle log,5800,5500,,5650,TRUE,BPPeeps2011.xls
3643,26-Apr-11,high,13:30,pilings - outer mumblies,500,,,500,TRUE,BPPeeps2011.xls
3644,26-Apr-11,high-dropping,13:35,pilings - inner mud,5500,6000,,5750,TRUE,BPPeeps2011.xls
3645,26-Apr-11,high-dropping,13:40,view corner - outer mumblies &tide edge to marsh tip,38000,33000,,35500,TRUE,BPPeeps2011.xls
3646,26-Apr-11,high-dropping,13:45,view corner - inner mud BP corner,15500,14500,,15000,TRUE,BPPeeps2011.xls
3647,26-Apr-11,,,TOTAL of sweep count CP to BP,,,,96650,total,BPPeeps2011.xls
3648,27-Apr-11,rising-high,13:57,WNW side Bruns(Canoe Pass),0,,,0,FALSE,BPPeeps2011.xls
3649,27-Apr-11,high,14:51,CP jetty side marsh,0,,,0,TRUE,BPPeeps2011.xls
3650,27-Apr-11,high,14:55,C.Port corner to 34th,34000,,,34000,TRUE,BPPeeps2011.xls
3651,27-Apr-11,high,15:00,34th pullout -  marshes to west,1300,,,1300,TRUE,BPPeeps2011.xls
3652,27-Apr-11,high,15:05,34th pullout - mumblies to eagle log,500,,,500,TRUE,BPPeeps2011.xls
3653,27-Apr-11,high,15:10,pilings - inner mud,12000,,,12000,TRUE,BPPeeps2011.xls
3654,27-Apr-11,high,15:15,view corner - all Bruns corner area,44500,,,44500,TRUE,BPPeeps2011.xls
3655,27-Apr-11,,,TOTAL of sweep count CP to BP,,,,92300,total,BPPeeps2011.xls
3656,28-Apr-11,rising,15:15,WNW side Bruns(Canoe Pass),600,,,,FALSE,BPPeeps2011.xls
3657,28-Apr-11,rising,15:23,view corner - tide edge,25000,,,,FALSE,BPPeeps2011.xls
3658,28-Apr-11,rising,15:30,Brunswick Pt corner to pilings,,,,,FALSE,BPPeeps2011.xls
3659,28-Apr-11,high,15:46,CP jetty side marsh into CP corner,14500,16000,,15250,AVG 1,BPPeeps2011.xls
3660,28-Apr-11,high,15:55,C.Port corner to 34th,9800,9500,,9650,AVG 1,BPPeeps2011.xls
3661,28-Apr-11,high,16:00,34th pullout - mumblies islet,1500,1600,,1550,AVG 1,BPPeeps2011.xls
3662,28-Apr-11,high,16:05,bend - on mumblies,41000,,,41000,AVG 1,BPPeeps2011.xls
3663,28-Apr-11,high,16:10,pilings - on mumblies,7500,,,7500,AVG 1,BPPeeps2011.xls
3664,28-Apr-11,high,16:10,pilings -  inner mud,7500,,,7500,AVG 1,BPPeeps2011.xls
3665,28-Apr-11,high,16:15,view corner - outer mumblies &tide edge to marsh tip,5000,,,5000,AVG 1,BPPeeps2011.xls
3666,28-Apr-11,high,16:15,view corner - inner mud BP corner,21500,,,21500,AVG 1,BPPeeps2011.xls
3667,28-Apr-11,high-dropping,16:30,CP jetty side marsh,0,,,0,AVG 2,BPPeeps2011.xls
3668,28-Apr-11,high-dropping,16:30,C.Port corner - far,16500,,,16500,AVG 2,BPPeeps2011.xls
3669,28-Apr-11,high-dropping,16:30,C.Port corner - close,6500,,,6500,AVG 2,BPPeeps2011.xls
3670,28-Apr-11,high-dropping,16:30,C.Port corner - tire bay,2500,,,2500,AVG 2,BPPeeps2011.xls
3671,28-Apr-11,high-dropping,16:30,C.Port corner - flew,1000,,,1000,AVG 2,BPPeeps2011.xls
3672,28-Apr-11,dropping,16:35,34th pullout,3000,3500,,3250,AVG 2,BPPeeps2011.xls
3673,28-Apr-11,dropping,16:40,pilings - outer mumblies,31000,29000,,30000,AVG 2,BPPeeps2011.xls
3674,28-Apr-11,dropping,16:40,pilings - inner mumblies,4500,,,4500,AVG 2,BPPeeps2011.xls
3675,28-Apr-11,dropping,16:45,view corner - outer tide edge,9000,,,9000,AVG 2,BPPeeps2011.xls
3676,28-Apr-11,dropping,16:50,view corner -  inner mud BP corner,11300,,,11300,AVG 2,BPPeeps2011.xls
3677,28-Apr-11,,,TOTAL of sweep count (1) CP to BP,,,,108950,total,BPPeeps2011.xls
3678,28-Apr-11,,,TOTAL of sweep count (2) CP to BP,,,,84550,total,BPPeeps2011.xls
3679,28-Apr-11,,,TOTAL of sweep count CP to BP,,,,96750,total,BPPeeps2011.xls
3680,29-Apr-11,rising,15:39,WNW side Bruns(Canoe Pass),0,,,,FALSE,BPPeeps2011.xls
3681,29-Apr-11,rising,15:57,CP jetty side marsh,0,,,,FALSE,BPPeeps2011.xls
3682,29-Apr-11,rising,16:00,C.Port corner,0,,,,FALSE,BPPeeps2011.xls
3683,29-Apr-11,rising,16;10,34th pullout - mumblies,320,,,,FALSE,BPPeeps2011.xls
3684,29-Apr-11,rising,16:20,view corner - Bruns Pt corner area,80000,,,,FALSE,BPPeeps2011.xls
3685,29-Apr-11,rising,16:30,piling pullout - mumblies tide edge,90000,75000,95000,87000,TRUE,BPPeeps2011.xls
3686,29-Apr-11,,,Estimate for day,,,,87000,total,BPPeeps2011.xls
3687,30-Apr-11,rising,15:52,WNW side Bruns(Canoe Pass),,,,,FALSE,BPPeeps2011.xls
3688,30-Apr-11,rising,16:07,view corner- tide line west end mumblies,110000,95000,100000,102000,TRUE,BPPeeps2011.xls
3689,30-Apr-11,rising,16:32,CP jetty side marsh,1200,,,1200,FALSE,BPPeeps2011.xls
3690,30-Apr-11,rising,16:32,C.Port corner,0,,,0,FALSE,BPPeeps2011.xls
3691,30-Apr-11,rising,16:35,34th pullout,1900,,,1900,FALSE,BPPeeps2011.xls
3692,30-Apr-11,rising,16:41,pilings - outer edge mumblies,22000,,,22000,FALSE,BPPeeps2011.xls
3693,30-Apr-11,rising,16:50,view corner - inner mud BP corner,23500,,,23500,FALSE,BPPeeps2011.xls
3694,30-Apr-11,rising,16:50,view corner - outer tide edge,13000,,,13000,FALSE,BPPeeps2011.xls
3695,30-Apr-11,rising,17:10,west end mumblies - mudislet area,60000,,,60000,FALSE,BPPeeps2011.xls
3696,30-Apr-11,rising,17:10,Bruns Point corner,19500,,,19500,FALSE,BPPeeps2011.xls
3697,30-Apr-11,high,17:30,pilings - mumblies,10000,,,10000,FALSE,BPPeeps2011.xls
3698,30-Apr-11,high,17:35,west end mumblies - mudislet area,55500,,,55500,FALSE,BPPeeps2011.xls
