original_location_name,cleaned,station_n,station_s,sub_location,mumblies_yn,mud_yn,marsh_yn,tide_edge_yn,flying_yn
view corner (West end mumblies),View corner (west end mumblies),View corner,,west end mumblies,true,false,false,false,false
view corner (west end of mudflat),View corner (outer mud),View corner,,outer mud,false,true,false,false,false
view corner marsh edge,View corner (marsh),View corner,,marsh,false,false,true,false,false
view corner to 34th,View corner to 34th St pullout,View corner,34th St pullout,,,,,,
view corner to B.P. corner (flock 1),View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
view corner to B.P. corner (flock 2),View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
view corner to B.P. corner (flock 3),View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
view corner to BP corner,View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
view corner to BP corner & marsh edge,View corner to Brunswick Point (marsh),Brunswick Point,View corner,marsh,false,false,true,false,false
view corner to Bruns Corner (inner mud),View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,false,true,false,false,false
view corner to Bruns Corner (outer mud),View corner to Brunswick Point (outer mud),Brunswick Point,View corner,outer mud,false,true,false,false,false
view corner to pilings,Pilings to View corner,View corner,Pilings,,,,,,
view corner to west end pilings (near),View corner to West end pilings (inner mud),View corner,Pilings,inner mud,false,true,false,false,false
view corner viewpoint (BP marsh tip),Brunswick Point (marsh tip - seen from View corner),Brunswick Point,,marsh tip - seen from View corner,false,false,true,false,false
view corner viewpoint (inner mud),View corner (inner mud),View corner,,inner mud,false,true,false,false,false
view corner viewpoint (outer tide line),View corner (tide edge),View corner,,tide edge,false,false,false,true,false
view corner- tide line west end mumblies,View corner (west end mumblies - tide edge),View corner,,west end mumblies - tide edge,true,false,false,true,false
view corner- tide line west end mumblies - BP tip,View corner (west end mumblies - tide edge),View corner,,west end mumblies - tide edge,true,false,false,true,false
"view corner, close to marsh",View corner (marsh),View corner,,marsh,false,false,true,false,false
"view corner, flock close to marsh",View corner (marsh),View corner,,marsh,false,false,true,false,false
"view corner, inner mud",View corner (inner mud),View corner,,inner mud,false,true,false,false,false
view corner; Brunswick corner,View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
view corner/Brunswick Point corner,View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
view point corner at tide edge,View corner (tide edge),View corner,,tide edge,false,false,false,true,false
viewcorner,View corner,View corner,,,,,,,
viewcorner (west of west end pilings),View corner,View corner,,,,,,,
viewing corner,View corner,View corner,,,,,,,
W end mumblies,(west end mumblies),,,west end mumblies,true,false,false,false,false
W end mumblies - outer edge,(west end mumblies),,,west end mumblies,true,false,false,false,false
W end pilings (on mumblies),West end pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
W end pilings inner mud,West end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
W end pilings to view corner (outer mud),West end pilings to View corner (outer mud),View corner,Pilings,outer mud,false,true,false,false,false
W of 34th to pilings (on mumblies),34th St pullout to Pilings (mumblies),Pilings,34th St pullout,mumblies,true,false,false,false,false
W of pilings to view corner (inner mud),Pilings to View corner (inner mud),View corner,Pilings,inner mud,false,true,false,false,false
W of west end pilings to BP corner,View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
"W of west end pilings, near mud",View corner (inner mud),View corner,,inner mud,false,true,false,false,false
w.of pilings,West end pilings,Pilings,,,,,,,
water edge,(tide edge),,,tide edge,false,false,false,true,false
"west end ""mumblies""",(west end mumblies),,,west end mumblies,true,false,false,false,false
west end mumblie islet - tide edge,(west end mumblies - tide edge),,,west end mumblies - tide edge,true,false,false,true,false
west end mumblies,(west end mumblies),,,west end mumblies,true,false,false,false,false
West end mumblies,(west end mumblies),,,west end mumblies,true,false,false,false,false
west end mumblies - east half,(west end mumblies),,,west end mumblies,true,false,false,false,false
west end mumblies - mud islet,(west end mumblies - mud islet),,,west end mumblies - mud islet,true,true,false,false,false
west end mumblies - mudislet,(west end mumblies - mud islet),,,west end mumblies - mud islet,true,true,false,false,false
west end mumblies - mudislet area,(west end mumblies - mud islet),,,west end mumblies - mud islet,true,true,false,false,false
west end mumblies - on tide edge,(west end mumblies - tide edge),,,west end mumblies - tide edge,true,false,false,true,false
west end mumblies - outer edge,(west end mumblies - tide edge),,,west end mumblies - tide edge,true,false,false,true,false
west end mumblies - tide edge,(west end mumblies - tide edge),,,west end mumblies - tide edge,true,false,false,true,false
west end mumblies - west half,(west end mumblies),,,west end mumblies,true,false,false,false,false
west end mumblies - west to BP marsh tip,Brunswick Point (marsh tip - west end mumblies),Brunswick Point,,marsh tip - west end mumblies,true,false,true,false,false
west end mumblies -mudislet,(west end mumblies - mud islet),,,west end mumblies - mud islet,true,true,false,false,false
west end mumblies (east tide edge),(west end mumblies - tide edge),,,west end mumblies - tide edge,true,false,false,true,false
west end mumblies (mud islet),(west end mumblies - mud islet),,,west end mumblies - mud islet,true,true,false,false,false
west end mumblies (mudislet),(west end mumblies - mud islet),,,west end mumblies - mud islet,true,true,false,false,false
West end mumblies (mudislet),(west end mumblies - mud islet),,,west end mumblies - mud islet,true,true,false,false,false
west end mumblies (mudislet) -east end,(west end mumblies - mud islet),,,west end mumblies - mud islet,true,true,false,false,false
west end mumblies (mudislet) -west side,(west end mumblies - mud islet),,,west end mumblies - mud islet,true,true,false,false,false
west end mumblies (mudislet) from view corner,View corner (mud islet - west end mumblies),View corner,,west end mumblies - mud islet,true,true,false,false,false
west end mumblies (outer mud),(west end mumblies - outer mud),,,west end mumblies - outer mud,true,true,false,false,false
west end mumblies mudislet,(west end mumblies - mud islet),,,west end mumblies - mud islet,true,true,false,false,false
west end mumblies on tide edge,(west end mumblies - tide edge),,,west end mumblies - tide edge,true,false,false,true,false
west end mumblies outer mud,(west end mumblies - outer mud),,,west end mumblies - outer mud,true,true,false,false,false
west end mumblies outer tide edge,(west end mumblies - tide edge),,,west end mumblies - tide edge,true,false,false,true,false
west end mumblies outer tide edge - flying,(west end mumblies - tide edge - flying),,,west end mumblies - tide edge - flying,true,false,false,true,true
west end mumblies seen from view corner,View corner (west end mumblies),View corner,,west end mumblies,true,false,false,false,false
west end mumblies to BP,Brunswick Point (west end mumblies),Brunswick Point,,west end mumblies,true,false,false,false,false
west end mumblies to BP - tide edge,Brunswick Point (west end mumblies - tide edge),Brunswick Point,,west end mumblies - tide edge,true,false,false,true,false
west end mumblies to mid area,(west end mumblies),,,west end mumblies,true,false,false,false,false
west end mumblies to pilings,Pilings (west end mumblies),Pilings,,west end mumblies,true,false,false,false,false
west end mumblies to view corner - tide edge,View corner (west end mumblies - tide edge),View corner,,west end mumblies - tide edge,true,false,false,true,false
West end mumblies(tide edge),(west end mumblies - tide edge),,,west end mumblies - tide edge,true,false,false,true,false
west end of mumblies -outer mud,(west end mumblies - outer mud),,,west end mumblies - outer mud,true,true,false,false,false
west end of pilings,West end pilings,Pilings,,,,,,,
west end pilings,West end pilings,Pilings,,,,,,,
West end pilings,West end pilings,Pilings,,,,,,,
west end pilings - inner mud,West end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
west end pilings - near mud,West end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
West end pilings - on mumblies,West end pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
west end pilings - outer tide edge,West end pilings (tide edge),Pilings,,tide edge,false,false,false,true,false
west end pilings - tide edge,West end pilings (tide edge),Pilings,,tide edge,false,false,false,true,false
west end pilings -outer mumblies,West end pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
west end pilings (near mud),West end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
west end pilings (near),West end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
west end pilings (outer mud),West end pilings (outer mud),Pilings,,outer mud,false,true,false,false,false
west end pilings (water edge),West end pilings (tide edge),Pilings,,tide edge,false,false,false,true,false
west end pilings to BP corner (inner mud),West end pilings to Brunswick Point (inner mud),Brunswick Point,Pilings,inner mud,false,true,false,false,false
west end pilings to view corner,West end pilings to View corner,View corner,Pilings,,,,,,
West end pilings to W end mumblies - tide edge,West end pilings (west end mumblies - tide edge),Pilings,,west end mumblies - tide edge,true,false,false,true,false
"west end pilings, inside mumblies",West end pilings (inner mumblies),Pilings,,inner mumblies,true,false,false,false,false
west end pilings(water edge),West end pilings (tide edge),Pilings,,tide edge,false,false,false,true,false
west end to center mumblies,(west end mumblies - inner mumblies),,,west end mumblies - inner mumblies,true,false,false,false,false
west end to mid pilings(mud close to dike),Pilings (mud close to dike),Pilings,,mud close to dike,false,true,false,false,false
west of 112,West of 112th,West of 112th,,,,,,,
west of 34th,West end 34th St pullout,34th St pullout,,,,,,,
west of 34th marsh,West end 34th St pullout (marsh),34th St pullout,,marsh,false,false,true,false,false
west of 34th pullout,West end 34th St pullout,34th St pullout,,,,,,,
west of 34th pullout - inner mud,West end 34th St pullout (inner mud),34th St pullout,,inner mud,false,true,false,false,false
west of 34th pullout - outer tide edge,West end 34th St pullout (tide edge),34th St pullout,,tide edge,false,false,false,true,false
west of 34th to CP corner,West end 34th St pullout to Coal Port corner,34th St pullout,Coal Port,,,,,,
west of 64th,West of 64th,West of 64th,,,,,,,
west of pilings,West end pilings,Pilings,,,,,,,
west of pilings (viewing corner),View corner,View corner,,,,,,,
"west of pilings, west end mumblies",West end pilings (west end mumblies),Pilings,,west end mumblies,true,false,false,false,false
west of W end pilings (inner mud),View corner (inner mud),View corner,,inner mud,false,true,false,false,false
west of W end pilings (outer mud),View corner (outer mud),View corner,,outer mud,false,true,false,false,false
west of west end mumblies,(west end mumblies),,,west end mumblies,true,false,false,false,false
west of west end pilings,West end pilings,Pilings,,,,,,,
west off pilings - far edge mumblies,West end pilings (west end mumblies),Pilings,,west end mumblies,true,false,false,false,false
west pilings,West end pilings,Pilings,,,,,,,
western mumblies,(west end mumblies),,,west end mumblies,true,false,false,false,false
Westham Is. marshes,Westham Island (marsh),Westham Island,,marsh,false,false,true,false,false
WNW Brun.Corner,Canoe Pass,Canoe Pass,,,,,,,
WNW side Bruns,Canoe Pass,Canoe Pass,,,,,,,
WNW side Bruns (Canoe Pass),Canoe Pass,Canoe Pass,,,,,,,
WNW side Bruns (Canoe Pass)near tip,Canoe Pass,Canoe Pass,,,,,,,
WNW side Bruns(Canoe Pass),Canoe Pass,Canoe Pass,,,,,,,
WNW side Bruns(Canoe Pass) in flight,Canoe Pass,Canoe Pass,,,,,,,
